sub trial_no group_type block_type prime target mask1 mask2 congruency key_press key_error time_error RT
22 224 LeftSmaller PercIExp Prime_9A Target_1A achCKbJ kaGghIB Incongruent right correct Normal 1893
22 225 LeftSmaller PercIExp Prime_9N Target_4A heAmdED ijIeJFd Incongruent right correct Normal 1108
22 226 LeftSmaller PercIExp Prime_1N Target_9N LlKEIFk bmkEidI Incongruent right error Normal 1279
22 227 LeftSmaller PercIExp Prime_6N Target_6N FDACfjB aABIJGL Congruent left error Late 5275
22 228 LeftSmaller PercIExp Prime_1N Target_6A bdLjflE BlLjdFG Incongruent right error Normal 1639
22 229 LeftSmaller PercIExp Prime_6N Target_4N mfMajdF bBaFcLK Incongruent right correct Normal 1739
22 230 LeftSmaller PercIExp Prime_1A Target_4N gBFfchK kidGfKe Congruent right error Normal 2030
22 231 LeftSmaller PercIExp Prime_6A Target_6A DKcLJdb fcEMkIl Congruent left error Normal 1661
22 232 LeftSmaller PercIExp Prime_4A Target_4A BFKhjEI hCAHLdJ Congruent right error Normal 1622
22 233 LeftSmaller PercIExp Prime_4A Target_1A MEligKF GIAJclj Congruent left correct Normal 1275
22 234 LeftSmaller PercIExp Prime_9N Target_6N EelkbFi fmcLIaM Congruent left error Normal 1355
22 235 LeftSmaller PercIExp Prime_9N Target_9A mEAfbdH eamKgij Congruent left error Normal 3308
22 236 LeftSmaller PercIExp Prime_1A Target_6A LDFfJMA GbHhcDg Incongruent right error Normal 3135
22 237 LeftSmaller PercIExp Prime_9A Target_4N lAcKJCj DkHEBLb Incongruent right correct Normal 1578
22 238 LeftSmaller PercIExp Prime_1N Target_6N gMlfaeD fmLMcDA Incongruent left correct Normal 1233
22 239 LeftSmaller PercIExp Prime_6A Target_1A BfCkgHE mKkFgHl Incongruent left error Normal 1916
22 240 LeftSmaller PercIExp Prime_9A Target_4A kILDCMi eblmBcj Incongruent left error Normal 1181
22 241 LeftSmaller PercIExp Prime_9A Target_1N EJHbMdk dmBefCj Incongruent right correct Normal 1327
22 242 LeftSmaller PercIExp Prime_4N Target_6A eaIDbjd jFbCDke Incongruent left correct Normal 2519
22 243 LeftSmaller PercIExp Prime_9A Target_9A bBeEJgf EmbMLhK Congruent left error Normal 1647
22 244 LeftSmaller PercIExp Prime_1N Target_9A MJalGbg MidbaDh Incongruent right error Normal 2286
22 245 LeftSmaller PercIExp Prime_6A Target_1N FGmDKEl BIcGAgM Incongruent right correct Normal 1283
22 246 LeftSmaller PercIExp Prime_1N Target_1A BigEeJj cmdekDB Congruent left correct Normal 1687
22 247 LeftSmaller PercIExp Prime_4N Target_1A ifBjAMm AhjkIfM Congruent right error Normal 1551
22 248 LeftSmaller PercIExp Prime_6A Target_4N eAlIfjb kjDBiCa Incongruent left error Normal 999
22 249 LeftSmaller PercIExp Prime_4A Target_9N DeELKfC eigCDcm Incongruent left correct Normal 2331
22 250 LeftSmaller PercIExp Prime_4N Target_1N fmkKhiC MhCliJj Congruent right error Normal 1257
22 251 LeftSmaller PercIExp Prime_9N Target_4N jaFlBcf cfDIGBF Incongruent right correct Normal 3642
22 252 LeftSmaller PercIExp Prime_6A Target_4A jLemElK EmFlDHB Incongruent left error Normal 1668
22 253 LeftSmaller PercIExp Prime_1A Target_4A BCaKlGA DdaACjL Congruent left correct Normal 1518
22 254 LeftSmaller PercIExp Prime_6N Target_9A iHFCAfd lGghicI Congruent left error Normal 1229
22 255 LeftSmaller PercIExp Prime_6N Target_9N FAIgHkK DIkgAeC Congruent left error Normal 3727
22 256 LeftSmaller PercIExp Prime_1N Target_4A MDCFkme mCdeGif Congruent left correct Normal 920
22 257 LeftSmaller PercIExp Prime_1A Target_9A AmHlJgi FJDhCmj Incongruent right error Normal 1293
22 258 LeftSmaller PercIExp Prime_9A Target_6N lkIiFgb EMjHlBa Congruent left error Normal 1973
22 259 LeftSmaller PercIExp Prime_4N Target_9N BFhMdDm LiBkcdE Incongruent left correct Normal 1785
22 260 LeftSmaller PercIExp Prime_4A Target_4N HLiIEak GeaHAMJ Congruent left correct Normal 1364
22 261 LeftSmaller PercIExp Prime_1N Target_4N hAakijF GBaDjlK Congruent right error Normal 1458
22 262 LeftSmaller PercIExp Prime_9N Target_6A hBFILKD abfAJIi Congruent left error Normal 1400
22 263 LeftSmaller PercIExp Prime_4N Target_4A HdkfIEC iHcAKDg Congruent left correct Normal 1294
22 264 LeftSmaller PercIExp Prime_6A Target_9N Dbaleik CEDMlgk Congruent left error Normal 4476
22 265 LeftSmaller PercIExp Prime_4A Target_9A ICdlBjD MLHAhck Incongruent left correct Normal 2907
22 266 LeftSmaller PercIExp Prime_1A Target_6N bFCBiEm dLEkbAj Incongruent left correct Normal 1079
22 267 LeftSmaller PercIExp Prime_9N Target_1N algJchf MkCcIhF Incongruent right correct Normal 1141
22 268 LeftSmaller PercIExp Prime_6N Target_1A mFaMbKA cHbjdIi Incongruent right correct Normal 1156
22 269 LeftSmaller PercIExp Prime_9A Target_9N jHIfMlg iJMbfcj Congruent right correct Normal 2014
22 270 LeftSmaller PercIExp Prime_4N Target_6N KkEHjJi mbCELIA Incongruent left correct Normal 1584
22 271 LeftSmaller PercIExp Prime_4A Target_6A IdeLGJE ejJmFfH Incongruent right error Normal 1818
22 272 LeftSmaller PercIExp Prime_6A Target_6N jlDMAFa kICiKBJ Congruent right correct Normal 2643
23 17 LeftLarger PercIExp Prime_4N Target_9A JCdkDgc KHbBkig Incongruent right correct Normal 1234
23 18 LeftLarger PercIExp Prime_9A Target_6A bLcIHMC cgbGLME Congruent left correct Normal 777
23 19 LeftLarger PercIExp Prime_6A Target_1A ELkFjBi EFlMKGh Incongruent left correct Normal 1100
23 20 LeftLarger PercIExp Prime_9A Target_4N ejLkCig hJDKBcG Incongruent left correct Normal 1136
23 21 LeftLarger PercIExp Prime_6A Target_9A aGCDcdf DKAgbkh Congruent left correct Normal 960
23 22 LeftLarger PercIExp Prime_6N Target_9A IkfMecG MKfBjgk Congruent left correct Normal 958
23 23 LeftLarger PercIExp Prime_9N Target_9A fbgGhDC aIEKBdl Congruent left correct Normal 1010
23 24 LeftLarger PercIExp Prime_4A Target_6A JFHekCj gdKhIAB Incongruent right correct Normal 798
23 25 LeftLarger PercIExp Prime_1A Target_6A aMLedIm kDKCBif Incongruent left error Normal 628
23 26 LeftLarger PercIExp Prime_1A Target_9A HlEkcbB lGcFKhI Incongruent left error Normal 891
23 27 LeftLarger PercIExp Prime_9A Target_9N BlEiIhD FEKJDGI Congruent right error Normal 804
23 28 LeftLarger PercIExp Prime_9A Target_4A LEimKgM mlBagci Incongruent left correct Normal 875
23 29 LeftLarger PercIExp Prime_9N Target_4A habjCMe AHbcDfG Incongruent right error Normal 1077
23 30 LeftLarger PercIExp Prime_6A Target_1N kmjEaeG ElDcjka Incongruent left correct Normal 1152
23 31 LeftLarger PercIExp Prime_4N Target_4N HgfacJA mMlfCja Congruent left error Normal 1715
23 32 LeftLarger PercIExp Prime_9N Target_9N mCIhEHF imEgBKM Congruent left correct Normal 3302
23 33 LeftLarger PercIExp Prime_9A Target_1N HKleBkD IJbdaAk Incongruent right error Normal 1055
23 34 LeftLarger PercIExp Prime_6A Target_9N DaHBGcj HjCMBJK Congruent left correct Normal 1176
23 35 LeftLarger PercIExp Prime_4A Target_6N JAhcHif kHfFeME Incongruent right correct Normal 1239
23 36 LeftLarger PercIExp Prime_6N Target_6N kFDacjC DGegLKM Congruent left correct Normal 1219
23 37 LeftLarger PercIExp Prime_1N Target_4A BjKgehm HIcKJdA Congruent right correct Normal 1006
23 38 LeftLarger PercIExp Prime_1N Target_1A hJaDeML dcIAMKF Congruent right correct Normal 1054
23 39 LeftLarger PercIExp Prime_6A Target_4N eLhDbjg GemiEIF Incongruent left correct Normal 1208
23 40 LeftLarger PercIExp Prime_6N Target_9N feCmkhj IjclABk Congruent left correct Normal 1020
23 41 LeftLarger PercIExp Prime_1A Target_1A meDBFLg Bcdfmkb Congruent left error Normal 1378
23 42 LeftLarger PercIExp Prime_9A Target_1A EFAiCGh ilfCdaJ Incongruent left correct Normal 1067
23 43 LeftLarger PercIExp Prime_1N Target_9A hikMcdA LdIhlBk Incongruent right correct Normal 1266
23 44 LeftLarger PercIExp Prime_9A Target_9A CGFKhcD KfeaiLA Congruent left correct Normal 855
23 45 LeftLarger PercIExp Prime_9N Target_1A ibDlfFe JEabDLM Incongruent right error Normal 680
23 46 LeftLarger PercIExp Prime_4A Target_9A GFDbAei dhGCFDA Incongruent left error Normal 2381
23 47 LeftLarger PercIExp Prime_1A Target_6N cEeIaCj AEFcflj Incongruent left error Normal 2073
23 48 LeftLarger PercIExp Prime_9N Target_6A ChbmjDi MEGeKhg Congruent right error Normal 1815
23 49 LeftLarger PercIExp Prime_6A Target_6A EKmGdiF lJfKkHm Congruent left correct Normal 1479
23 50 LeftLarger PercIExp Prime_1N Target_4N Mbgdhek ejJFaBl Congruent left error Normal 1405
23 51 LeftLarger PercIExp Prime_4A Target_4N iMDFEBc hCKLJHc Congruent right correct Normal 1669
23 52 LeftLarger PercIExp Prime_9N Target_4N KiHAMDm MBLCHGK Incongruent right error Normal 1633
23 53 LeftLarger PercIExp Prime_1A Target_9N HJeMkAi iHLaBAh Incongruent left error Normal 1756
23 54 LeftLarger PercIExp Prime_9A Target_6N IgbdBEK eKCkdHD Congruent left correct Normal 1090
23 55 LeftLarger PercIExp Prime_6A Target_6N ELdImDf afKFclD Congruent right error Normal 1217
23 56 LeftLarger PercIExp Prime_1A Target_4N MjCKBig imbEclJ Congruent left error Normal 1486
23 57 LeftLarger PercIExp Prime_1N Target_9N jmBEhla MAekGhj Incongruent right correct Normal 972
23 58 LeftLarger PercIExp Prime_1A Target_1N jGaJhLM bdlDgIa Congruent right correct Normal 965
23 59 LeftLarger PercIExp Prime_6N Target_4N fhBAjLK EkaLFKC Incongruent left correct Normal 1217
23 60 LeftLarger PercIExp Prime_6N Target_1N jLFAaGc iHfaeBK Incongruent left correct Normal 1224
23 61 LeftLarger PercIExp Prime_4A Target_4A ifBlGMh FLfcjIA Congruent right correct Normal 806
23 62 LeftLarger PercIExp Prime_6N Target_1A EBCbFLc jbCdaAc Incongruent left correct Normal 1782
23 63 LeftLarger PercIExp Prime_6N Target_4A BbkmDje CJhfaLk Incongruent left correct Normal 1187
23 64 LeftLarger PercIExp Prime_4N Target_1A KDdaEBc HCMhbIB Congruent right correct Normal 1817
23 65 LeftLarger PercIExp Prime_1A Target_4A Hfadcbi aHJgjBC Congruent left error Normal 948
23 66 LeftLarger PercIExp Prime_4N Target_4A lmFiMLg FijKdbB Congruent right correct Normal 1632
23 67 LeftLarger PercIExp Prime_6A Target_4A BELClMA JjhHBMA Incongruent left correct Normal 757
23 68 LeftLarger PercIExp Prime_1N Target_1N KGdHLbg HchKIbC Congruent left error Normal 1759
23 69 LeftLarger PercIExp Prime_6N Target_6A JDiHhfE MlJLCDI Congruent left correct Normal 1332
23 70 LeftLarger PercIExp Prime_1N Target_6A LiHKlFM jgMfHBA Incongruent right correct Normal 1159
23 71 LeftLarger PercIExp Prime_9N Target_1N ilDIfeb CBkaGfI Incongruent left correct Normal 1360
23 72 LeftLarger PercIExp Prime_4N Target_6A bgMeAmf aFhGEjd Incongruent right correct Normal 1205
23 73 LeftLarger PercIExp Prime_4N Target_9N MBIdmLD IAiChgj Incongruent right correct Normal 2337
23 74 LeftLarger PercIExp Prime_4A Target_9N DadFcif KgaMDkL Incongruent left error Normal 1076
23 75 LeftLarger PercIExp Prime_4A Target_1A gdjaiEe ikHaGJe Congruent left error Normal 1219
23 76 LeftLarger PercIExp Prime_4N Target_1N gEcdkLD CBgHKDE Congruent left error Normal 1155
23 77 LeftLarger PercIExp Prime_1N Target_6N bLJkelI lAMJBCg Incongruent right correct Normal 1260
23 78 LeftLarger PercIExp Prime_4N Target_6N ehGImiL LKBChaI Incongruent right correct Normal 1054
23 79 LeftLarger PercIExp Prime_9N Target_6N DEKFMCG bcdkFej Congruent left correct Normal 1387
23 80 LeftLarger PercIExp Prime_4A Target_1N EjkIbCH GgIMHJL Congruent right correct Normal 774
23 81 LeftLarger PercIExp Prime_6N Target_4A jlDbGac hlHcmDG Incongruent left correct Normal 1612
23 82 LeftLarger PercIExp Prime_9A Target_9A FkbjCgG lAHbfIG Congruent left correct Normal 790
23 83 LeftLarger PercIExp Prime_9A Target_4A jdDJBCF mAjkFMg Incongruent right error Normal 1320
23 84 LeftLarger PercIExp Prime_4N Target_9A CGjhLbl KdGLEaD Incongruent left error Normal 1003
23 85 LeftLarger PercIExp Prime_4A Target_6N amLeFdE KaFmhiJ Incongruent right correct Normal 1233
23 86 LeftLarger PercIExp Prime_9A Target_6N fkHlcEL LGmdCEb Congruent left correct Normal 816
23 87 LeftLarger PercIExp Prime_9A Target_6A DCbGKLi EmkaJgF Congruent left correct Normal 1155
23 88 LeftLarger PercIExp Prime_4N Target_6A ehEiHLM AHMLkaf Incongruent right correct Normal 1057
23 89 LeftLarger PercIExp Prime_4N Target_1A eBgbjIa cEhAmHa Congruent right correct Normal 1111
23 90 LeftLarger PercIExp Prime_1A Target_4A CKcjFId gmliDAf Congruent left error Normal 1201
23 91 LeftLarger PercIExp Prime_1A Target_4N damAMke lcFLHGB Congruent right correct Normal 1101
23 92 LeftLarger PercIExp Prime_4A Target_1A JFLjDMh bFajlmg Congruent right correct Normal 1166
23 93 LeftLarger PercIExp Prime_1N Target_9N hKdFEcM kadlMjE Incongruent right correct Normal 1158
23 94 LeftLarger PercIExp Prime_1A Target_9A kFCHEAL biDahME Incongruent left error Normal 914
23 95 LeftLarger PercIExp Prime_6A Target_4A bkCHiIB igIFKkL Incongruent left correct Normal 1286
23 96 LeftLarger PercIExp Prime_9A Target_4N LEcaIgK DjelaLG Incongruent left correct Normal 686
23 97 LeftLarger PercIExp Prime_4N Target_9N DfILkJc efMbcgm Incongruent right correct Normal 1259
23 98 LeftLarger PercIExp Prime_9N Target_4N cMCHflD BLaEKDi Incongruent left correct Normal 870
23 99 LeftLarger PercIExp Prime_4N Target_1N HLcihBA clEdMHg Congruent right correct Normal 1002
23 100 LeftLarger PercIExp Prime_6A Target_6A ajiFEIb iGCleMA Congruent left correct Normal 1271
23 101 LeftLarger PercIExp Prime_1N Target_6N MkJhlIB FjbGJIa Incongruent right correct Normal 1562
23 102 LeftLarger PercIExp Prime_1N Target_4A jDGJAeg EILlkDB Congruent right correct Normal 1201
23 103 LeftLarger PercIExp Prime_1N Target_6A AmlbELa hbkglmH Incongruent right correct Normal 1048
23 104 LeftLarger PercIExp Prime_6A Target_1N BhidljJ LdfDbek Incongruent left correct Normal 983
23 105 LeftLarger PercIExp Prime_1A Target_6A kKjdCca fbGIFEa Incongruent right correct Normal 1104
23 106 LeftLarger PercIExp Prime_1A Target_6N gjFhACK FMHmjDa Incongruent left error Normal 932
23 107 LeftLarger PercIExp Prime_6N Target_1A MjgFLJH JfGFHLc Incongruent left correct Normal 1016
23 108 LeftLarger PercIExp Prime_6N Target_6N cflbgeD JKfcdak Congruent left correct Normal 1128
23 109 LeftLarger PercIExp Prime_6N Target_6A JLIblaE AdCKLmh Congruent right error Normal 1063
23 110 LeftLarger PercIExp Prime_4A Target_4A mLbdAhB leJfcDG Congruent right correct Normal 1092
23 111 LeftLarger PercIExp Prime_4N Target_4N LmjMEAd JABdlbe Congruent left error Normal 817
23 112 LeftLarger PercIExp Prime_6N Target_4N khaKHcF MAchIiE Incongruent left correct Normal 1125
23 113 LeftLarger PercIExp Prime_6N Target_9N hmHKAiG AeIiHEK Congruent right error Normal 970
23 114 LeftLarger PercIExp Prime_9N Target_1N CeFgcLJ KCijhgb Incongruent left correct Normal 843
23 115 LeftLarger PercIExp Prime_9N Target_9A MCJHfiI kjfleHg Congruent left correct Normal 1060
23 116 LeftLarger PercIExp Prime_1N Target_1A GmjgeaC CiGLJkb Congruent left error Normal 1194
23 117 LeftLarger PercIExp Prime_6N Target_1N lejHiCm HgbELfA Incongruent left correct Normal 858
23 118 LeftLarger PercIExp Prime_9N Target_1A FlhDEGc gfdkmJM Incongruent left correct Normal 1007
23 119 LeftLarger PercIExp Prime_9N Target_4A fLalEMg DMdicmE Incongruent right error Normal 1143
23 120 LeftLarger PercIExp Prime_4A Target_9A BMFJjiE gCLFmKA Incongruent left error Normal 1046
23 121 LeftLarger PercIExp Prime_9A Target_1N EABamdl lhjEIgL Incongruent right error Normal 1049
23 122 LeftLarger PercIExp Prime_6A Target_6N cdgjBDh fFjkadg Congruent right error Normal 1470
23 123 LeftLarger PercIExp Prime_1A Target_1N cEFaKMm BEkIMmi Congruent left error Normal 1238
23 124 LeftLarger PercIExp Prime_4A Target_4N ciafbDK BhkjIHf Congruent left error Normal 1636
23 125 LeftLarger PercIExp Prime_4A Target_9N MJcCdkB cIfCEjd Incongruent left error Normal 977
23 126 LeftLarger PercIExp Prime_9A Target_1A lFbHKAI JgDcdAj Incongruent left correct Normal 1132
23 127 LeftLarger PercIExp Prime_4A Target_1N GiCAfhB kFeJALD Congruent right correct Normal 1147
23 128 LeftLarger PercIExp Prime_4A Target_6A kcfCGdM ckJmAFl Incongruent left error Normal 1387
23 129 LeftLarger PercIExp Prime_9N Target_9N iDalgcG hDdMiEK Congruent right error Normal 1082
23 130 LeftLarger PercIExp Prime_1A Target_1A ECjKDaG gDAJECB Congruent right correct Normal 1165
23 131 LeftLarger PercIExp Prime_6A Target_9A khLlKMi LKiIjMB Congruent left correct Normal 1324
23 132 LeftLarger PercIExp Prime_1A Target_9N gLFAJbB hifceLA Incongruent left error Normal 1158
23 133 LeftLarger PercIExp Prime_4N Target_4A GFlHbmD dgFABDi Congruent right correct Normal 971
23 134 LeftLarger PercIExp Prime_1N Target_1N gDJClKa HKhEGgk Congruent left error Normal 964
23 135 LeftLarger PercIExp Prime_6A Target_9N KbhAEIc HcbgFaj Congruent left correct Normal 1409
23 136 LeftLarger PercIExp Prime_6A Target_4N chDIMjE cIbCLlh Incongruent right error Normal 1503
23 137 LeftLarger PercIExp Prime_9A Target_9N KljAgec EIJABDF Congruent left correct Normal 712
23 138 LeftLarger PercIExp Prime_9N Target_6A JhmLBaM kHbIMEC Congruent right error Normal 1187
23 139 LeftLarger PercIExp Prime_6N Target_9A JCfAdMF jEibBHA Congruent left correct Normal 1043
23 140 LeftLarger PercIExp Prime_9N Target_6N IaekEMj kaFfMjA Congruent right error Normal 1385
23 141 LeftLarger PercIExp Prime_1N Target_4N iehkJFL iAFjLEK Congruent left error Normal 957
23 142 LeftLarger PercIExp Prime_1N Target_9A alIDKmk HklBLIj Incongruent left error Normal 774
23 143 LeftLarger PercIExp Prime_6A Target_1A DgIbiLK ABgbiIl Incongruent right error Normal 1374
23 144 LeftLarger PercIExp Prime_4N Target_6N gKhGDIE CDaieJm Incongruent left error Normal 1319
23 145 LeftLarger PercIExp Prime_6N Target_4A lBbEgJi ALeDJIc Incongruent left correct Normal 911
23 146 LeftLarger PercIExp Prime_6N Target_9A cbBmijH caMJAbl Congruent left correct Normal 748
23 147 LeftLarger PercIExp Prime_4A Target_9N IKGaBCj HJCfFhk Incongruent right correct Normal 766
23 148 LeftLarger PercIExp Prime_1A Target_4A GcmeAJl gJADbcE Congruent left error Normal 925
23 149 LeftLarger PercIExp Prime_6N Target_6N eliEkLb FHGfjIJ Congruent right error Normal 862
23 150 LeftLarger PercIExp Prime_9N Target_9A lMGeHdI MFDhCij Congruent left correct Normal 790
23 151 LeftLarger PercIExp Prime_4N Target_6A kFBKElf FHgmIKh Incongruent right correct Normal 971
23 152 LeftLarger PercIExp Prime_1N Target_4A bGhCAik KciLHDM Congruent left error Normal 766
23 153 LeftLarger PercIExp Prime_6A Target_1A BaGbMmA GeJfgjd Incongruent left correct Normal 1072
23 154 LeftLarger PercIExp Prime_9N Target_1N aDIjMfl EiDKCce Incongruent left correct Normal 666
23 155 LeftLarger PercIExp Prime_9A Target_4A CGgBDfj IJmbMdH Incongruent left correct Normal 1036
23 156 LeftLarger PercIExp Prime_1N Target_9N KfcgDBC ICJcHdA Incongruent left error Normal 1022
23 157 LeftLarger PercIExp Prime_1N Target_1A aBhlELi jJiHFBc Congruent right correct Normal 623
23 158 LeftLarger PercIExp Prime_9A Target_6N JIMeikG BMeAFDG Congruent right error Normal 1190
23 159 LeftLarger PercIExp Prime_4N Target_1A CalmAiI MjFdbEk Congruent left error Normal 979
23 160 LeftLarger PercIExp Prime_6N Target_1N ligCHdm gHIDcmJ Incongruent left correct Normal 758
23 161 LeftLarger PercIExp Prime_4A Target_6N ekKHJIh LigGdKa Incongruent right correct Normal 1113
23 162 LeftLarger PercIExp Prime_9N Target_4A dBbeClF GHImJeB Incongruent left correct Normal 777
23 163 LeftLarger PercIExp Prime_9N Target_6A kIbjiLM jfEGmDK Congruent left correct Normal 719
23 164 LeftLarger PercIExp Prime_4A Target_1A LfJhlBD hGmlgJa Congruent left error Normal 1091
23 165 LeftLarger PercIExp Prime_1A Target_1N iMHEcab BMgehlC Congruent right correct Normal 996
23 166 LeftLarger PercIExp Prime_6A Target_6N lKbckEh JKbMeiF Congruent left correct Normal 1402
23 167 LeftLarger PercIExp Prime_6N Target_4N DdfKcEF dcDhKek Incongruent left correct Normal 1333
23 168 LeftLarger PercIExp Prime_6N Target_6A EMLlKHm IfBehHC Congruent right error Normal 1420
23 169 LeftLarger PercIExp Prime_1A Target_4N FJiKGcB KkgheHL Congruent left error Normal 1034
23 170 LeftLarger PercIExp Prime_4N Target_9N GgMCkDI HAfcebG Incongruent left error Normal 917
23 171 LeftLarger PercIExp Prime_4A Target_9A edcCBDK jDgBAeb Incongruent right correct Normal 923
23 172 LeftLarger PercIExp Prime_1N Target_1N KbjiJDc haACbBd Congruent left error Normal 796
23 173 LeftLarger PercIExp Prime_4N Target_6N bHgekKF adCDbLK Incongruent right correct Normal 1188
23 174 LeftLarger PercIExp Prime_1A Target_6A gdMLFjl dhaIjEc Incongruent right correct Normal 937
23 175 LeftLarger PercIExp Prime_4N Target_9A FCHIBfD HdjBbeI Incongruent left error Normal 772
23 176 LeftLarger PercIExp Prime_4A Target_6A aiEIcdA EMfDhcm Incongruent left error Normal 827
23 177 LeftLarger PercIExp Prime_1N Target_6A EjdaMGD FdHbaDM Incongruent left error Normal 1155
23 178 LeftLarger PercIExp Prime_4N Target_4N IDLBmFd dDhIaGg Congruent left error Normal 776
23 179 LeftLarger PercIExp Prime_9A Target_1A GBFhMfb iLhegIM Incongruent right error Normal 1047
23 180 LeftLarger PercIExp Prime_6A Target_4N CLHlAdB dkjHfbB Incongruent left correct Normal 706
23 181 LeftLarger PercIExp Prime_9A Target_9A jCiBFEM gBAECLM Congruent right error Normal 868
23 182 LeftLarger PercIExp Prime_1A Target_6N dMFEDfL iHFGLAf Incongruent left error Normal 823
23 183 LeftLarger PercIExp Prime_6N Target_1A mgihAEL FcdMHDe Incongruent left correct Normal 1016
23 184 LeftLarger PercIExp Prime_4A Target_4A akjfIlA gcjJAah Congruent right correct Normal 1156
23 185 LeftLarger PercIExp Prime_6A Target_1N ldbFieh MfmgEKi Incongruent left correct Normal 722
23 186 LeftLarger PercIExp Prime_6N Target_9N flCDhEM FiCmgjK Congruent right error Normal 1058
23 187 LeftLarger PercIExp Prime_9N Target_1A fEJAciD ldLEkej Incongruent left correct Normal 1544
23 188 LeftLarger PercIExp Prime_9A Target_1N MGhgaIl DMHdkJc Incongruent left correct Normal 2049
23 189 LeftLarger PercIExp Prime_9A Target_6A eJmDBbj KjkecBa Congruent left correct Normal 1375
23 190 LeftLarger PercIExp Prime_6A Target_9N damlEAC dcEBLgb Congruent right error Normal 2176
23 191 LeftLarger PercIExp Prime_9N Target_4N GBjLCec kJhEibe Incongruent left correct Normal 1090
23 192 LeftLarger PercIExp Prime_1N Target_6N JDFiLEK KhejlgL Incongruent right correct Normal 1462
23 193 LeftLarger PercIExp Prime_4N Target_1N ackGJbg MFKHaBf Congruent left error Normal 858
23 194 LeftLarger PercIExp Prime_4A Target_1N CbelKkm aIheBAk Congruent left error Normal 822
23 195 LeftLarger PercIExp Prime_1A Target_9N EmCiGkF eMHAhgJ Incongruent left error Normal 938
23 196 LeftLarger PercIExp Prime_9N Target_9N cdAjDBf fdICkjb Congruent right error Normal 797
23 197 LeftLarger PercIExp Prime_9A Target_9N jKIfMgk GiAHECf Congruent left correct Normal 580
23 198 LeftLarger PercIExp Prime_9A Target_4N mBfHgMD HaihBkg Incongruent left correct Normal 1096
23 199 LeftLarger PercIExp Prime_9N Target_6N JdkBbge gHMdiDm Congruent left correct Normal 711
23 200 LeftLarger PercIExp Prime_4N Target_4A ebcKCHg MLBIhGk Congruent right correct Normal 635
23 201 LeftLarger PercIExp Prime_6A Target_4A gLKbdAB HdCEmfJ Incongruent left correct Normal 1365
23 202 LeftLarger PercIExp Prime_6A Target_6A klbdHAJ jKBgCck Congruent right error Normal 1137
23 203 LeftLarger PercIExp Prime_6A Target_9A ibCdKBL CdDEBmj Congruent left correct Normal 1017
23 204 LeftLarger PercIExp Prime_1A Target_1A jIMbJDe khecJAC Congruent right correct Normal 927
23 205 LeftLarger PercIExp Prime_1N Target_4N cMehibJ iBCGjEJ Congruent left error Normal 1131
23 206 LeftLarger PercIExp Prime_4A Target_4N kEgKhJb GcmbFKA Congruent right correct Normal 810
23 207 LeftLarger PercIExp Prime_1N Target_9A kgBDIJA GeJkldF Incongruent left error Normal 840
23 208 LeftLarger PercIExp Prime_1A Target_9A kcdbLeD adkjDAH Incongruent left error Normal 630
23 209 LeftLarger PercIExp Prime_1N Target_9A LIHCdmb keHDgGL Incongruent left error Normal 861
23 210 LeftLarger PercIExp Prime_4N Target_4A EiKmhfJ cbBdhDl Congruent left error Normal 719
23 211 LeftLarger PercIExp Prime_4N Target_6A Ibgjcei iLMKmGl Incongruent right correct Normal 961
23 212 LeftLarger PercIExp Prime_1A Target_6A EDHlkJM IFbJdHg Incongruent right correct Normal 1065
23 213 LeftLarger PercIExp Prime_6A Target_9N gCkheHE fEGejFA Congruent right error Normal 1058
23 214 LeftLarger PercIExp Prime_4N Target_4N HJDeGcE LeMDJGm Congruent left error Normal 1060
23 215 LeftLarger PercIExp Prime_4A Target_9N aBljdmM kljLBfi Incongruent right correct Normal 1513
23 216 LeftLarger PercIExp Prime_9N Target_9N leDHkCa DbJAfGI Congruent left correct Normal 1464
23 217 LeftLarger PercIExp Prime_9N Target_6A AdkeIKm Glfjhbk Congruent right error Normal 1041
23 218 LeftLarger PercIExp Prime_4A Target_9A dChmJec kFABlKG Incongruent right correct Normal 1013
23 219 LeftLarger PercIExp Prime_4A Target_4A HmkcaKG CFMdcfI Congruent left error Normal 846
23 220 LeftLarger PercIExp Prime_6A Target_4N mLjfMki KfbdeGI Incongruent right error Normal 873
23 221 LeftLarger PercIExp Prime_6N Target_9A eMGHIgi cIDeGFi Congruent left correct Normal 652
23 222 LeftLarger PercIExp Prime_9N Target_6N MLadlmG hFjdegI Congruent right error Normal 649
23 223 LeftLarger PercIExp Prime_9A Target_4N eCcImkE GfdgbLF Incongruent left correct Normal 778
23 224 LeftLarger PercIExp Prime_4N Target_9A kLjAmFG cFjIEAe Incongruent right correct Normal 918
23 225 LeftLarger PercIExp Prime_4N Target_1N FaiBmEb KdeiHIF Congruent right correct Normal 1228
23 226 LeftLarger PercIExp Prime_4A Target_1A CiAjJkm JMkmgbG Congruent right correct Normal 1096
23 227 LeftLarger PercIExp Prime_6N Target_9N DiEMjFb dAhMkBK Congruent right error Normal 795
23 228 LeftLarger PercIExp Prime_4N Target_9N HDIlAkf IjHeDlK Incongruent right correct Normal 605
23 229 LeftLarger PercIExp Prime_1N Target_4A LcbeiKJ hdeHlDC Congruent right correct Normal 711
